date,forward_equity,return_pct,open,entered,exited
2026-09-15,500.0,0.0,0,0,0
2026-09-15,500.0,0.0,0,0,0
2026-09-16,500.0,0.0,0,0,0
2026-09-17,500.0,0.0,0,0,0
2026-09-18,500.0,0.0,0,0,0
